Table Range A2:U2594 ,,,,,,,,,,,,,,,,,,,,
CNTY_NAME,JURS_NAME,PLANNING PERIOD,YEAR,APR_STATUS,RHNA VLI,TOTAL VLI PERMITS,VLI DEED RESTRICTED UNITS,VLI NOT DEED RESTRICTED UNITS,RHNA LI,TOTAL LI PERMITS,LI DEED RESTRICTED UNITS,LI NOT DEED RESTRICTED UNITS,MOD RHNA,MOD UNITS,ABOVE MOD RHNA,ABOVE MOD UNITS,RHNA TOTAL,TOTAL UNITS YEAR SUBMITTED,APR YEAR (In planning period),1ST APR
STANISLAUS,WATERFORD,31-DEC-15-31-DEC-23,2018,Final,131,0,0,0,84,0,0,0,89,0,221,8,525,8,2018,2016
SANTA CRUZ,WATSONVILLE,31-DEC-15-31-DEC-23,2018,Final,169,0,0,0,110,0,0,0,128,0,293,4,700,4,2018,2016
SISKIYOU,WEED,30-JUN-14-30-JUN-19,2018,Final,10,0,0,0,6,0,0,0,6,0,16,2,38,2,2018,2014
LOS ANGELES,WEST COVINA,15-OCT-13-15-OCT-21,2018,Final,217,0,0,0,129,0,0,0,138,0,347,0,831,0,2018,2014
LOS ANGELES,WEST HOLLYWOOD,15-OCT-13-15-OCT-21,2018,Final,19,14,14,0,12,1,1,0,13,14,33,202,77,231,2018,2014
YOLO,WEST SACRAMENTO,31-OCT-13-31-OCT-21,2018,Final,1316,0,0,0,923,4,0,4,1111,106,2627,44,5977,154,2018,2014
LOS ANGELES,WESTLAKE VILLAGE,15-OCT-13-15-OCT-21,2018,Final,12,0,0,0,7,0,0,0,8,0,18,2,45,2,2018,2014
ORANGE,WESTMINSTER,15-OCT-13-15-OCT-21,2018,Final,1,2,2,0,1,3,3,0,0,0,0,103,2,108,2018,2014
IMPERIAL,WESTMORLAND,15-OCT-13-15-OCT-21,2018,Final,57,0,0,0,35,0,0,0,36,0,105,0,233,0,2018,2014
YUBA,WHEATLAND,31-OCT-13-31-OCT-21,2018,Final,109,0,0,0,76,0,0,0,90,0,208,0,483,0,2018,2014
LOS ANGELES,WHITTIER,15-OCT-13-15-OCT-21,2018,Final,228,0,0,0,135,8,0,8,146,0,369,9,878,17,2018,2014
RIVERSIDE,WILDOMAR,15-OCT-13-15-OCT-21,2018,Final,621,0,0,0,415,14,0,14,461,3,1038,39,2535,56,2018,2014
COLUSA,WILLIAMS,30-JUN-14-30-JUN-19,2018,Final,69,0,0,0,50,0,0,0,58,0,130,24,307,24,2018,2014
MENDOCINO,WILLITS,30-JUN-14-30-JUN-19,2018,Final,3,0,0,0,2,2,0,2,2,0,6,1,13,3,2018,2014
GLENN,WILLOWS,30-JUN-14-30-JUN-19,2018,Final,15,0,0,0,11,0,0,0,11,0,26,0,63,0,2018,2014
SONOMA,WINDSOR,31-JAN-15-31-JAN-23,2018,Final,120,0,0,0,65,0,0,0,67,0,188,18,440,18,2018,2015
YOLO,WINTERS,31-OCT-13-31-OCT-21,2018,Final,76,0,0,0,54,0,0,0,59,0,130,36,319,36,2018,2014
TULARE,WOODLAKE,31-DEC-15-31-DEC-23,2018,Final,71,0,0,0,41,25,0,25,69,0,191,0,372,25,2018,2016
YOLO,WOODLAND,31-OCT-13-31-OCT-21,2018,Final,390,0,0,0,274,39,39,0,349,38,864,174,1877,251,2018,2014
SAN MATEO,WOODSIDE,31-JAN-15-31-JAN-23,2018,Final,23,11,0,11,13,2,0,2,15,1,11,7,62,21,2018,2015
YOLO,YOLO COUNTY,31-OCT-13-31-OCT-21,2018,Final,427,2,0,2,299,1,0,1,351,8,813,4,1890,15,2018,2014
ORANGE,YORBA LINDA,15-OCT-13-15-OCT-21,2018,Final,160,2,0,2,113,1,0,1,126,0,270,117,669,120,2018,2014
NAPA,YOUNTVILLE,31-JAN-15-31-JAN-23,2018,Final,4,0,0,0,2,0,0,0,3,3,8,0,17,3,2018,2015
SISKIYOU,YREKA,30-JUN-14-30-JUN-19,2018,Final,25,0,0,0,17,0,0,0,18,1,43,0,103,1,2018,2014
SUTTER,YUBA CITY,31-OCT-13-31-OCT-21,2018,Final,624,0,0,0,437,0,0,0,498,0,1120,32,2679,32,2018,2014
YUBA,YUBA COUNTY,31-OCT-13-31-OCT-21,2018,Final,1036,3,3,0,727,0,0,0,870,0,2043,419,4676,422,2018,2014
SAN BERNARDINO,YUCAIPA,15-OCT-13-15-OCT-21,2018,Final,376,19,19,0,261,77,77,0,299,0,669,13,1605,109,2018,2014
SAN BERNARDINO,YUCCA VALLEY,15-OCT-13-15-OCT-21,2018,Final,209,0,0,0,149,0,0,0,172,0,400,38,930,38,2018,2014
SAN BERNARDINO,ADELANTO,15-OCT-13-15-OCT-21,2019,Final,633,0,0,0,459,0,0,0,513,0,1236,63,2841,63,2019,2014
LOS ANGELES,AGOURA HILLS,15-OCT-13-15-OCT-21,2019,Final,31,0,0,0,19,0,0,0,20,0,45,8,115,8,2019,2014
ALAMEDA,ALAMEDA,31-JAN-15-31-JAN-23,2019,Final,444,31,31,0,248,28,28,0,283,24,748,598,1723,681,2019,2015
ALAMEDA,ALAMEDA COUNTY,31-JAN-15-31-JAN-23,2019,Final,430,0,0,0,227,26,0,26,295,0,817,63,1769,89,2019,2015
ALAMEDA,ALBANY,31-JAN-15-31-JAN-23,2019,Final,80,0,0,0,53,0,0,0,57,12,145,7,335,19,2019,2015
LOS ANGELES,ALHAMBRA,15-OCT-13-15-OCT-21,2019,Final,380,0,0,0,224,0,0,0,246,0,642,127,1492,127,2019,2014
ORANGE,ALISO VIEJO,15-OCT-13-15-OCT-21,2019,Final,9,0,0,0,7,0,0,0,7,0,16,0,39,0,2019,2014
ALPINE,ALPINE COUNTY,30-JUN-14-30-JUN-19,2019,Final,7,0,0,0,6,2,0,2,6,0,11,0,30,2,2019,2014
MODOC,ALTURAS,30-JUN-14-30-JUN-19,2019,Final,1,0,0,0,1,1,0,1,1,0,2,0,5,1,2019,2014
AMADOR,AMADOR COUNTY,30-JUN-14-30-JUN-19,2019,Final,10,0,0,0,7,1,0,1,9,13,23,14,49,28,2019,2014
NAPA,AMERICAN CANYON,31-JAN-15-31-JAN-23,2019,Final,116,1,0,1,54,0,0,0,58,0,164,0,392,1,2019,2015
ORANGE,ANAHEIM,15-OCT-13-15-OCT-21,2019,Final,1256,43,43,0,907,10,10,0,1038,0,2501,948,5702,1001,2019,2014
SHASTA,ANDERSON,30-JUN-14-30-JUN-19,2019,Final,32,0,0,0,21,0,0,0,24,0,59,26,136,26,2019,2014
CALAVERAS,ANGELS CAMP,30-JUN-14-30-JUN-19,2019,Final,39,0,0,0,25,1,0,1,28,4,69,2,161,7,2019,2014
CONTRA COSTA,ANTIOCH,31-JAN-15-31-JAN-23,2019,Final,349,2,0,2,205,0,0,0,214,12,680,279,1448,293,2019,2015
SAN BERNARDINO,APPLE VALLEY,15-OCT-13-15-OCT-21,2019,Final,764,0,0,0,541,0,0,0,622,0,1407,0,3334,0,2019,2014
LOS ANGELES,ARCADIA,15-OCT-13-15-OCT-21,2019,Final,276,0,0,0,167,0,0,0,177,0,434,98,1054,98,2019,2014
HUMBOLDT,ARCATA,30-JUN-14-30-JUN-19,2019,Final,85,0,0,0,56,10,0,10,62,6,160,9,363,25,2019,2014
SAN LUIS OBISPO,ARROYO GRANDE,30-JUN-14-30-JUN-19,2019,Final,60,0,0,0,38,20,20,0,43,0,101,49,242,69,2019,2014
LOS ANGELES,ARTESIA,15-OCT-13-15-OCT-21,2019,Final,31,0,0,0,18,0,0,0,20,0,51,9,120,9,2019,2014
KERN,ARVIN,31-DEC-15-31-DEC-23,2019,Final,398,0,0,0,239,0,0,0,183,111,349,0,1169,111,2019,2016
SAN LUIS OBISPO,ATASCADERO,30-JUN-14-30-JUN-19,2019,Final,98,0,0,0,62,2,0,2,69,3,164,64,393,69,2019,2014
SAN MATEO,ATHERTON,31-JAN-15-31-JAN-23,2019,Final,35,8,0,8,26,2,0,2,29,0,3,19,93,29,2019,2015
PLACER,AUBURN,31-OCT-13-31-OCT-21,2019,Final,74,0,0,0,52,0,0,0,57,3,125,9,308,12,2019,2014
LOS ANGELES,AVALON,15-OCT-13-15-OCT-21,2019,Final,20,0,0,0,12,0,0,0,14,0,34,0,80,0,2019,2014
KINGS,AVENAL,31-JAN-16-31-JAN-24,2019,Final,145,0,0,0,108,1,1,0,115,16,271,0,639,17,2019,2016
LOS ANGELES,AZUSA,15-OCT-13-15-OCT-21,2019,Final,198,0,0,0,118,0,0,0,127,0,336,179,779,179,2019,2014
KERN,BAKERSFIELD,31-DEC-15-31-DEC-23,2019,Final,9706,3,3,0,5800,13,13,0,6453,3,14331,1673,36290,1692,2019,2016
LOS ANGELES,BALDWIN PARK,15-OCT-13-15-OCT-21,2019,Final,142,0,0,0,83,0,0,0,90,0,242,20,557,20,2019,2014
RIVERSIDE,BANNING,15-OCT-13-15-OCT-21,2019,Final,872,0,0,0,593,0,0,0,685,0,1642,9,3792,9,2019,2014
SAN BERNARDINO,BARSTOW,15-OCT-13-15-OCT-21,2019,Final,188,0,0,0,138,0,0,0,154,0,363,0,843,0,2019,2014
LOS ANGELES,BELL,15-OCT-13-15-OCT-21,2019,Final,11,0,0,0,7,0,0,0,8,0,21,12,47,12,2019,2014
LOS ANGELES,BELLFLOWER,15-OCT-13-15-OCT-21,2019,Final,1,0,0,0,1,0,0,0,0,0,0,28,2,28,2019,2014
SAN MATEO,BELMONT,31-JAN-15-31-JAN-23,2019,Final,116,0,0,0,63,0,0,0,67,12,222,0,468,12,2019,2015
MARIN,BELVEDERE,31-JAN-15-31-JAN-23,2019,Final,4,0,0,0,3,0,0,0,4,1,5,1,16,2,2019,2015
SOLANO,BENICIA,31-JAN-15-31-JAN-23,2019,Final,94,0,0,0,54,0,0,0,56,0,123,0,327,0,2019,2015
ALAMEDA,BERKELEY,31-JAN-15-31-JAN-23,2019,Final,532,11,11,0,442,0,0,0,584,0,1401,403,2959,414,2019,2015
LOS ANGELES,BEVERLY HILLS,15-OCT-13-15-OCT-21,2019,Final,1,5,1,4,1,0,0,0,1,0,0,83,3,88,2019,2014
SAN BERNARDINO,BIG BEAR LAKE,15-OCT-13-15-OCT-21,2019,Final,1,0,0,0,1,2,0,2,0,1,0,27,2,30,2019,2014
BUTTE,BIGGS,15-JUN-14-15-JUN-22,2019,Final,48,0,0,0,30,0,0,0,24,0,82,0,184,0,2019,2014
INYO,BISHOP,30-JUN-14-30-JUN-19,2019,Final,15,0,0,0,10,5,0,5,12,0,28,3,65,8,2019,2014
RIVERSIDE,BLYTHE,15-OCT-13-15-OCT-21,2019,Final,91,0,0,0,64,0,0,0,75,6,172,0,402,6,2019,2014
IMPERIAL,BRAWLEY,15-OCT-13-15-OCT-21,2019,Final,760,30,30,0,470,30,30,0,466,49,1338,2,3034,111,2019,2014
ORANGE,BREA,15-OCT-13-15-OCT-21,2019,Final,426,0,0,0,305,0,0,0,335,20,785,695,1851,715,2019,2014
CONTRA COSTA,BRENTWOOD,31-JAN-15-31-JAN-23,2019,Final,234,0,0,0,124,3,0,3,123,0,279,321,760,324,2019,2015
SAN MATEO,BRISBANE,31-JAN-15-31-JAN-23,2019,Final,25,0,0,0,13,0,0,0,15,6,30,6,83,12,2019,2015
SANTA BARBARA,BUELLTON,15-FEB-15-15-FEB-23,2019,Final,66,0,0,0,44,0,0,0,41,1,124,17,275,18,2019,2015
ORANGE,BUENA PARK,15-OCT-13-15-OCT-21,2019,Final,76,0,0,0,53,0,0,0,62,0,148,1,339,1,2019,2014
LOS ANGELES,BURBANK,15-OCT-13-15-OCT-21,2019,Final,694,0,0,0,413,51,0,51,443,11,1134,53,2684,115,2019,2014
SAN MATEO,BURLINGAME,31-JAN-15-31-JAN-23,2019,Final,276,0,0,0,144,0,0,0,155,0,288,10,863,10,2019,2015
BUTTE,BUTTE COUNTY,15-JUN-14-15-JUN-22,2019,Final,682,0,0,0,545,0,0,0,480,56,1267,95,2974,151,2019,2014
LOS ANGELES,CALABASAS,15-OCT-13-15-OCT-21,2019,Final,88,0,0,0,54,0,0,0,57,0,131,10,330,10,2019,2014
CALAVERAS,CALAVERAS COUNTY,30-JUN-14-30-JUN-19,2019,Final,241,0,0,0,175,0,0,0,192,0,471,63,1079,63,2019,2014
IMPERIAL,CALEXICO,15-OCT-13-15-OCT-21,2019,Final,817,35,35,0,489,156,53,103,490,26,1428,0,3224,217,2019,2014
RIVERSIDE,CALIMESA,15-OCT-13-15-OCT-21,2019,Final,543,0,0,0,383,0,0,0,433,0,982,286,2341,286,2019,2014
NAPA,CALISTOGA,31-JAN-15-31-JAN-23,2019,Final,6,0,0,0,2,1,0,1,4,1,15,3,27,5,2019,2015
VENTURA,CAMARILLO,15-OCT-13-15-OCT-21,2019,Final,539,0,0,0,366,2,2,0,411,14,908,72,2224,88,2019,2014
SANTA CLARA,CAMPBELL,31-JAN-15-31-JAN-23,2019,Final,253,0,0,0,138,0,0,0,151,0,391,36,933,36,2019,2015
RIVERSIDE,CANYON LAKE,15-OCT-13-15-OCT-21,2019,Final,21,0,0,0,14,0,0,0,16,0,32,0,83,0,2019,2014
SANTA CRUZ,CAPITOLA,31-DEC-15-31-DEC-23,2019,Final,34,0,0,0,23,0,0,0,26,0,60,7,143,7,2019,2016
SAN DIEGO,CARLSBAD,30-APR-13-30-APR-21,2019,Final,912,2,0,2,693,49,47,2,1062,59,2332,212,4999,322,2019,2013
SANTA BARBARA,CARPINTERIA,15-FEB-15-15-FEB-23,2019,Final,39,0,0,0,26,0,0,0,34,0,64,25,163,25,2019,2015
RIVERSIDE,CATHEDRAL,15-OCT-13-15-OCT-21,2019,Final,141,0,0,0,95,0,0,0,110,0,254,144,600,144,2019,2014
STANISLAUS,CERES,31-DEC-15-31-DEC-23,2019,Final,622,0,0,0,399,0,0,0,446,6,1104,58,2571,64,2019,2016
LOS ANGELES,CERRITOS,15-OCT-13-15-OCT-21,2019,Final,23,2,0,2,14,0,0,0,14,1,35,0,86,3,2019,2014
BUTTE,CHICO,15-JUN-14-15-JUN-22,2019,Final,974,0,0,0,643,0,0,0,708,0,1638,714,3963,714,2019,2014
SAN BERNARDINO,CHINO,15-OCT-13-15-OCT-21,2019,Final,707,0,0,0,478,0,0,0,533,0,1176,550,2894,550,2019,2014
SAN BERNARDINO,CHINO HILLS,15-OCT-13-15-OCT-21,2019,Final,217,0,0,0,148,0,0,0,164,0,333,60,862,60,2019,2014
MADERA,CHOWCHILLA,31-JAN-16-31-JAN-24,2019,Final,0,0,0,0,0,0,0,0,0,4,0,5,0,9,2019,2016
SAN DIEGO,CHULA VISTA,30-APR-13-30-APR-21,2019,Final,3209,0,0,0,2439,0,0,0,2257,0,4956,840,12861,840,2019,2013
SACRAMENTO,CITRUS HEIGHTS,31-OCT-13-31-OCT-21,2019,Final,146,6,0,6,102,0,0,0,130,1,318,12,696,19,2019,2014
LOS ANGELES,CLAREMONT,15-OCT-13-15-OCT-21,2019,Final,98,3,0,3,59,2,0,2,64,18,152,43,373,66,2019,2014
CONTRA COSTA,CLAYTON,31-JAN-15-31-JAN-23,2019,Final,51,0,0,0,25,0,0,0,31,0,34,0,141,0,2019,2015
LAKE,CLEARLAKE,30-JUN-14-30-JUN-19,2019,Final,108,5,0,5,67,0,0,0,87,5,205,5,467,15,2019,2014
SONOMA,CLOVERDALE,31-JAN-15-31-JAN-23,2019,Final,39,0,0,0,29,0,0,0,31,0,112,28,211,28,2019,2015
FRESNO,CLOVIS,31-DEC-15-31-DEC-23,2019,Final,2321,0,0,0,1145,60,60,0,1018,507,1844,526,6328,1093,2019,2016
FRESNO,COALINGA,31-DEC-15-31-DEC-23,2019,Final,150,0,0,0,115,0,0,0,123,0,201,68,589,68,2019,2016
PLACER,COLFAX,31-OCT-13-31-OCT-21,2019,Final,10,0,0,0,7,0,0,0,10,0,24,20,51,20,2019,2014
SAN MATEO,COLMA,31-JAN-15-31-JAN-23,2019,Final,20,0,0,0,8,0,0,0,9,0,22,0,59,0,2019,2015
SAN BERNARDINO,COLTON,15-OCT-13-15-OCT-21,2019,Final,443,0,0,0,302,0,0,0,347,0,831,61,1923,61,2019,2014
COLUSA,COLUSA COUNTY,30-JUN-14-30-JUN-19,2019,Final,107,2,0,2,91,1,0,1,91,1,210,0,499,4,2019,2014
LOS ANGELES,COMPTON,15-OCT-13-15-OCT-21,2019,Final,1,0,0,0,1,0,0,0,0,0,0,73,2,73,2019,2014
CONTRA COSTA,CONCORD,31-JAN-15-31-JAN-23,2019,Final,798,0,0,0,444,0,0,0,559,1,1677,34,3478,35,2019,2015
CONTRA COSTA,CONTRA COSTA COUNTY,31-JAN-15-31-JAN-23,2019,Final,374,0,0,0,218,1,0,1,243,4,532,214,1367,219,2019,2015
KINGS,CORCORAN,31-JAN-16-31-JAN-24,2019,Final,215,0,0,0,161,0,0,0,169,0,401,0,946,0,2019,2016
TEHAMA,CORNING,30-JUN-14-30-JUN-19,2019,Final,38,0,0,0,30,0,0,0,33,0,75,0,176,0,2019,2014
RIVERSIDE,CORONA,15-OCT-13-15-OCT-21,2019,Final,192,0,0,0,128,0,0,0,142,0,308,609,770,609,2019,2014
SAN DIEGO,CORONADO,30-APR-13-30-APR-21,2019,Final,13,0,0,0,9,0,0,0,9,0,19,28,50,28,2019,2013
MARIN,CORTE MADERA,31-JAN-15-31-JAN-23,2019,Final,22,3,0,3,13,0,0,0,13,1,24,0,72,4,2019,2015
ORANGE,COSTA MESA,15-OCT-13-15-OCT-21,2019,Final,1,0,0,0,1,4,0,4,0,2,0,192,2,198,2019,2014
SONOMA,COTATI,31-JAN-15-31-JAN-23,2019,Final,35,1,0,1,18,3,0,3,18,0,66,3,137,7,2019,2015
DEL NORTE,CRESCENT CITY,30-JUN-14-30-JUN-19,2019,Final,20,0,0,0,13,0,0,0,10,2,34,1,77,3,2019,2014
LOS ANGELES,CUDAHY,15-OCT-13-15-OCT-21,2019,Final,80,2,2,0,46,0,0,0,51,0,141,10,318,12,2019,2014
LOS ANGELES,CULVER CITY,15-OCT-13-15-OCT-21,2019,Final,48,0,0,0,29,0,0,0,31,0,77,63,185,63,2019,2014
SANTA CLARA,CUPERTINO,31-JAN-15-31-JAN-23,2019,Final,356,0,0,0,207,0,0,0,231,15,270,24,1064,39,2019,2015
ORANGE,CYPRESS,15-OCT-13-15-OCT-21,2019,Final,71,0,0,0,50,0,0,0,56,0,131,0,308,0,2019,2014
SAN MATEO,DALY CITY,31-JAN-15-31-JAN-23,2019,Final,400,0,0,0,188,35,0,35,221,36,541,81,1350,152,2019,2015
ORANGE,DANA POINT,15-OCT-13-15-OCT-21,2019,Final,76,0,0,0,53,8,0,8,61,1,137,96,327,105,2019,2014
CONTRA COSTA,DANVILLE,31-JAN-15-31-JAN-23,2019,Final,196,10,10,0,111,13,2,11,124,8,126,176,557,207,2019,2015
YOLO,DAVIS,31-OCT-13-31-OCT-21,2019,Final,248,8,8,0,174,69,47,22,198,169,446,36,1066,282,2019,2014
SAN DIEGO,DEL MAR,30-APR-13-30-APR-21,2019,Final,7,0,0,0,5,1,1,0,15,3,34,1,61,5,2019,2013
DEL NORTE,DEL NORTE COUNTY,30-JUN-14-30-JUN-19,2019,Final,60,26,20,6,37,9,0,9,30,14,106,31,233,80,2019,2014
MONTEREY,DEL REY OAKS,31-DEC-15-31-DEC-23,2019,Final,7,0,0,0,4,0,0,0,5,0,11,0,27,0,2019,2016
KERN,DELANO,31-DEC-15-31-DEC-23,2019,Final,396,0,0,0,277,0,0,0,243,63,546,0,1462,63,2019,2016
RIVERSIDE,DESERT HOT SPRINGS,15-OCT-13-15-OCT-21,2019,Final,946,0,0,0,661,1,0,1,772,20,1817,0,4196,21,2019,2014
LOS ANGELES,DIAMOND BAR,15-OCT-13-15-OCT-21,2019,Final,308,1,0,1,182,5,0,5,190,0,466,5,1146,11,2019,2014
TULARE,DINUBA,31-DEC-15-31-DEC-23,2019,Final,211,2,0,2,163,0,0,0,121,25,470,202,965,229,2019,2016
SOLANO,DIXON,31-JAN-15-31-JAN-23,2019,Final,50,0,0,0,24,0,0,0,30,71,93,44,197,115,2019,2015
SISKIYOU,DORRIS,30-JUN-14-30-JUN-19,2019,Final,3,0,0,0,2,0,0,0,2,0,5,0,12,0,2019,2014
MERCED,DOS PALOS,31-MAR-16-31-MAR-24,2019,Final,71,0,0,0,27,0,0,0,47,0,124,0,269,0,2019,2016
LOS ANGELES,DOWNEY,15-OCT-13-15-OCT-21,2019,Final,210,0,0,0,123,0,0,0,135,0,346,41,814,41,2019,2014
LOS ANGELES,DUARTE,15-OCT-13-15-OCT-21,2019,Final,87,0,0,0,53,0,0,0,55,0,142,186,337,186,2019,2014
ALAMEDA,DUBLIN,31-JAN-15-31-JAN-23,2019,Final,796,0,0,0,446,0,0,0,425,8,618,233,2285,241,2019,2015
SISKIYOU,DUNSMUIR,30-JUN-14-30-JUN-19,2019,Final,6,0,0,0,4,0,0,0,4,0,9,0,23,0,2019,2014
SAN MATEO,EAST PALO ALTO,31-JAN-15-31-JAN-23,2019,Final,64,4,0,4,54,2,0,2,83,2,266,1,467,9,2019,2015
SAN DIEGO,EL CAJON,30-APR-13-30-APR-21,2019,Final,1448,0,0,0,1101,85,1,84,1019,0,2237,147,5805,232,2019,2013
IMPERIAL,EL CENTRO,15-OCT-13-15-OCT-21,2019,Final,487,10,0,10,300,9,0,9,297,74,840,5,1924,98,2019,2014
CONTRA COSTA,EL CERRITO,31-JAN-15-31-JAN-23,2019,Final,100,0,0,0,63,0,0,0,69,0,166,136,398,136,2019,2015
EL DORADO,EL DORADO COUNTY,31-OCT-13-31-OCT-21,2019,Final,1086,0,0,0,762,1,1,0,823,59,1757,476,4428,536,2019,2014
LOS ANGELES,EL MONTE,15-OCT-13-15-OCT-21,2019,Final,529,0,0,0,315,0,0,0,352,0,946,113,2142,113,2019,2014
LOS ANGELES,EL SEGUNDO,15-OCT-13-15-OCT-21,2019,Final,18,0,0,0,11,0,0,0,12,0,28,19,69,19,2019,2014
SACRAMENTO,ELK GROVE,31-OCT-13-31-OCT-21,2019,Final,2035,63,63,0,1427,32,32,0,1377,0,2563,1012,7402,1107,2019,2014
ALAMEDA,EMERYVILLE,31-JAN-15-31-JAN-23,2019,Final,276,0,0,0,211,0,0,0,259,0,752,0,1498,0,2019,2015
SAN DIEGO,ENCINITAS,30-APR-13-30-APR-21,2019,Final,587,15,4,11,446,8,0,8,413,32,907,133,2353,188,2019,2013
SAN JOAQUIN,ESCALON,31-DEC-15-31-DEC-23,2019,Final,103,0,0,0,66,0,0,0,64,1,192,9,425,10,2019,2016
SAN DIEGO,ESCONDIDO,30-APR-13-30-APR-21,2019,Final,1042,5,0,5,791,2,0,2,733,20,1609,10,4175,37,2019,2013
SISKIYOU,ETNA,30-JUN-14-30-JUN-19,2019,Final,3,0,0,0,2,0,0,0,2,0,3,0,10,0,2019,2014
TULARE,EXETER,31-DEC-15-31-DEC-23,2019,Final,143,0,0,0,125,4,0,4,85,2,272,8,625,14,2019,2016
MARIN,FAIRFAX,31-JAN-15-31-JAN-23,2019,Final,16,0,0,0,11,4,0,4,11,2,23,0,61,6,2019,2015
SOLANO,FAIRFIELD,31-JAN-15-31-JAN-23,2019,Final,779,0,0,0,404,0,0,0,456,2,1461,352,3100,354,2019,2015
HUMBOLDT,FERNDALE,30-JUN-14-30-JUN-19,2019,Final,6,0,0,0,3,5,0,5,4,3,8,0,21,8,2019,2014
FRESNO,FIREBAUGH,31-DEC-15-31-DEC-23,2019,Final,128,0,0,0,169,2,0,2,204,0,211,0,712,2,2019,2016
SACRAMENTO,FOLSOM,31-OCT-13-31-OCT-21,2019,Final,1218,1,0,1,854,3,0,3,862,3,1699,726,4633,733,2019,2014
SAN BERNARDINO,FONTANA,15-OCT-13-15-OCT-21,2019,Final,1442,0,0,0,974,0,0,0,1090,0,2471,835,5977,835,2019,2014
MENDOCINO,FORT BRAGG,30-JUN-14-30-JUN-19,2019,Final,5,0,0,0,3,1,1,0,3,10,9,9,20,20,2019,2014
SISKIYOU,FORT JONES,30-JUN-14-30-JUN-19,2019,Final,2,0,0,0,1,0,0,0,2,0,4,0,9,0,2019,2014
HUMBOLDT,FORTUNA,30-JUN-14-30-JUN-19,2019,Final,39,0,0,0,24,0,0,0,27,26,71,15,161,41,2019,2014
SAN MATEO,FOSTER CITY,31-JAN-15-31-JAN-23,2019,Final,148,2,0,2,87,0,0,0,76,0,119,20,430,22,2019,2015
ORANGE,FOUNTAIN VALLEY,15-OCT-13-15-OCT-21,2019,Final,83,0,0,0,59,17,0,17,65,6,151,155,358,178,2019,2014
FRESNO,FOWLER,31-DEC-15-31-DEC-23,2019,Final,123,0,0,0,83,0,0,0,75,22,243,29,524,51,2019,2016
ALAMEDA,FREMONT,31-JAN-15-31-JAN-23,2019,Final,1714,78,78,0,926,52,52,0,978,2,1837,955,5455,1087,2019,2015
FRESNO,FRESNO,31-DEC-15-31-DEC-23,2019,Final,5666,41,41,0,3289,5,5,0,3571,0,11039,1970,23565,2016,2019,2016
FRESNO,FRESNO COUNTY,31-DEC-15-31-DEC-23,2019,Final,460,20,0,20,527,40,0,40,589,20,1146,56,2722,136,2019,2016
ORANGE,FULLERTON,15-OCT-13-15-OCT-21,2019,Final,411,1,1,0,299,8,8,0,337,10,794,323,1841,342,2019,2014
SACRAMENTO,GALT,31-OCT-13-31-OCT-21,2019,Final,131,1,0,1,91,0,0,0,126,0,331,57,679,58,2019,2014
ORANGE,GARDEN GROVE,15-OCT-13-15-OCT-21,2019,Final,164,0,0,0,120,0,0,0,135,0,328,125,747,125,2019,2014
LOS ANGELES,GARDENA,15-OCT-13-15-OCT-21,2019,Final,98,0,0,0,60,0,0,0,66,0,173,40,397,40,2019,2014
SANTA CLARA,GILROY,31-JAN-15-31-JAN-23,2019,Final,236,0,0,0,160,0,0,0,217,10,475,153,1088,163,2019,2015
LOS ANGELES,GLENDALE,15-OCT-13-15-OCT-21,2019,Final,508,4,4,0,310,0,0,0,337,0,862,299,2017,303,2019,2014
LOS ANGELES,GLENDORA,15-OCT-13-15-OCT-21,2019,Final,181,0,0,0,106,0,0,0,115,0,284,42,686,42,2019,2014
GLENN,GLENN COUNTY,30-JUN-14-30-JUN-19,2019,Final,25,0,0,0,19,8,0,8,25,11,48,13,117,32,2019,2014
SANTA BARBARA,GOLETA,15-FEB-15-15-FEB-23,2019,Final,235,0,0,0,157,7,5,2,174,4,413,273,979,284,2019,2015
MONTEREY,GONZALES,31-DEC-15-31-DEC-23,2019,Final,71,0,0,0,46,0,0,0,53,0,123,0,293,0,2019,2016
SAN BERNARDINO,GRAND TERRACE,15-OCT-13-15-OCT-21,2019,Final,28,0,0,0,19,0,0,0,22,1,49,18,118,19,2019,2014
NEVADA,GRASS VALLEY,30-JUN-14-30-JUN-19,2019,Final,122,0,0,0,88,36,1,35,100,0,220,25,530,61,2019,2014
MONTEREY,GREENFIELD,31-DEC-15-31-DEC-23,2019,Final,87,0,0,0,57,0,0,0,66,0,153,5,363,5,2019,2016
BUTTE,GRIDLEY,15-JUN-14-15-JUN-22,2019,Final,231,0,0,0,118,0,0,0,99,0,321,32,769,32,2019,2014
SAN LUIS OBISPO,GROVER BEACH,30-JUN-14-30-JUN-19,2019,Final,41,0,0,0,26,5,3,2,29,18,69,22,165,45,2019,2014
SANTA BARBARA,GUADALUPE,15-FEB-15-15-FEB-23,2019,Final,12,30,30,0,8,7,7,0,13,35,16,0,49,72,2019,2015
MERCED,GUSTINE,31-MAR-16-31-MAR-24,2019,Final,61,0,0,0,56,0,0,0,51,0,136,5,304,5,2019,2016
SAN MATEO,HALF MOON BAY,31-JAN-15-31-JAN-23,2019,Final,52,0,0,0,31,0,0,0,36,12,121,7,240,19,2019,2015
